Interval,Street,Count,
2,86 ST, 3,
2,HARBOR CREST COURT, 1,
2,HERITAGE DR, 2,
2,E 61 ST, 168,
2,41 AVE, 3,
2,PLYMOUTH ST, 4,
2,OSBORN RD, 2,
2,W 19 ST, 161,
2,SOUND AVE, 1,
2,BOWNE ST, 12,
2,WOODSIDE LN, 1,
2,ST ANNS AVE, 1,
2,ROUTE 17 S, 3,
2,PENINSULA DR, 1,
2,140 AVE, 1,
2,62nd street, 1,
2,ADAMS ST, 32,
2,EVERGREEN AVE, 1,
2,BOULEVARD EAST, 2,
2,KENNETH AVE, 4,
2,E 24 St, 6,
2,LONGFELLOW AVE, 1,
2,8TH ST, 1,
2,153 LA, 2,
2,W 134 ST, 1,
2,CORALYN RD, 1,
2,CANDLEWOOD PATH, 1,
2,34 kingman road, 1,
2,KINGFISHER RD, 1,
2,GROVE TER, 1,
2,3 AVE/ 2 AVE, 1,
2,CLAIRIDGE CT, 1,
2,SUGARWOOD LN, 1,
2,KHAKUM WOOD RD, 1,
2,E Main St, 1,
2,MEMPHIS AVE, 1,
2,CROSSING BLVD, 1,
2,N DEAN ST, 2,
2,PIN OAK CT, 1,
2,HART BLVD, 2,
2,SOUTH AVE E, 3,
2,NICOLLS RD, 1,
2,MARATHON PKWY, 1,
2,DAURIA DR, 1,
2,4 AVE, 61,
2,BEACH 221 ST, 1,
2,GEOFFREY WAY, 3,
2,S 6TH ST, 1,
2,OLD ORCHARD DR, 3,
2,Fairway Court, 3,
2,BAYBERRY RDG, 1,
2,ROEBLING ST, 2,
2,Water St, 7,
2,PURVES ST, 2,
2,PHEASANT RUN, 1,
2,E 36 ST, 89,
2,MERRITTS RD, 1,
2,Beatrice Lane, 1,
2,SOMERSET ST, 3,
2,E 12 St, 7,
2,SHAKESPEARE AVE, 1,
2,27 Ave, 1,
2,MURRAY AVE, 1,
2,HUNTLEY PL, 1,
2,HOOK RD, 4,
2,RIVER MEWS LN, 3,
2,maple avenue, 1,
2,KENSINGTON GATE, 1,
2,SIGNATURE WEST, 1,
2,Fairview Road, 1,
2,BARNETT AVE, 1,
2,N SAWMILL RD, 1,
2,Walt Whitman Rd, 1,
2,E 36 St, 1,
2,E 12 ST, 141,
2,BAY CLUB DR, 4,
2,W 122 ST, 13,
2,Biltmore Avenue, 1,
2,PARK TERR E, 8,
2,PRESENTATIO CIRCLE, 1,
2,Madison Ave, 20,
2,CAMBRIDGE DR W, 1,
2,S 3 ST, 2,
2,HYLAN BLVD, 3,
2,High Woods Drive, 1,
2,TRAVERS AVE, 1,
2,AIRPORT RD, 2,
2,7 AVE S, 3,
2,CLAAS AVE, 1,
2,ANN ST, 1,
2,BREELEY BLVD, 1,
2,FOREST GLEN AVE, 1,
2,E 48 ST, 128,
2,WAKEFIELD LN, 3,
2,ROCKWOOD LN, 1,
2,WATEREDGE AVE, 1,
2,ELIOT AVE, 1,
2,HUNTLEY RD, 2,
2,BEACH ST, 9,
2,MINETTA LANE, 2,
2,BEACH 59TH ST, 1,
2,south first street, 1,
2,CHERRY LN, 3,
2,SAGAPONAK COURT, 1,
2,DELAFIELD WOODS, 1,
2,RIVERWALK PL, 2,
2,128 ST, 1,
2,BERGMAN DR, 2,
2,BAYSIDE AVE, 1,
2,HALE AVE, 6,
2,W 109 ST, 9,
2,W NYACK RD, 2,
2,kingsland terrace, 1,
2,VIVIAN AVE, 1,
2,S CAYUGA ST, 1,
2,GARY PL, 2,
2,YORK AVE, 411,
2,CAMP AVE, 1,
2,PROSPECT PL, 6,
2,ROCKVILLE CENTRE PKW, 2,
2,LAKE DR E, 1,
2,W 171 ST, 2,
2,ARLINGTON AVE, 6,
2,POLO DR, 1,
2,BANKSIDE DR, 1,
2,75 AVE, 2,
2,BARSTOW RD, 1,
2,Bloomfield Street, 1,
2,HAROLD ROAD, 1,
2,W 215 ST, 1,
2,GARDEN STATE PLAZA B, 5,
2,State Highway 36, 2,
2,Convention blvd, 1,
2,116 ST, 10,
2,NEW YORK AVE, 8,
2,FRANCIS LEWIS BLVD, 3,
2,ELLEN PL, 1,
2,FREDERICK DOUGLASS B, 3,
2,HERBERT DR, 1,
2,Rodwell Street, 1,
2,ATT WAY, 1,
2,COLONIAL AVE, 1,
2,MORTON SQUARE, 6,
2,REGENT DR, 9,
2,LIBERTY AVE, 19,
2,PROSPECT ST, 6,
2,HANOVER PL, 2,
2,RICHMOND TER, 3,
2,PATCHIN PL, 1,
2,WALNUT DR, 1,
2,TEMINAL BLD, 1,
2,WASHINGTON BLVD, 56,
2,WORLD TRADE CENTER, 5,
2,MINNIEFORD AVE, 2,
2,SOUTH CONDUIT AVE, 5,
2,HARKNESS AVE, 1,
2,W 89 ST, 96,
2,PASSAIC ST, 1,
2,CHALLENGER RD, 7,
2,Pine street, 2,
2,TOWN GREEN DR, 2,
2,county center road, 1,
2,KILDARE RD, 1,
2,E 24 ST, 74,
2,Hawthorne avenue, 1,
2,BEACHWOOD DR, 1,
2,W 110 ST, 33,
2,ROLLING ST, 1,
2,Greenwich St, 9,
2,C AVE, 1,
2,STRATHMORE ST, 1,
2,11 Ave, 3,
2,WALNUT CT, 1,
2,Washington Blvd, 3,
2,Duryea Road, 1,
2,POINTE GATE DR, 1,
2,MIDLAND GDNS, 1,
2,W 109 St, 1,
2,SAGAPONACK RD, 1,
2,Brigham St, 1,
2,W 89 St, 3,
2,MARC DR, 1,
2,NOSBAND AVE, 2,
2,WEDGEWOOD CT, 1,
2,MAURICE AVE, 3,
2,SNOWDEN PL, 2,
2,EDGEWATER RD, 1,
2,Orange Road, 1,
2,PIER POINTE ST, 1,
2,FLEET ST, 1,
2,Fieldboro Drive, 1,
2,HABOUR BLVD, 1,
2,E 3 St, 2,
2,PARK AVE S, 276,
2,W 90 ST, 94,
2,MUTTONTOWN RD, 1,
2,CEDARHURST AVE, 7,
2,E 160 ST, 2,
2,GOTHAM PKWY, 1,
2,E 107 ST, 2,
2,MOUNTAIN VIEW DR, 2,
2,W 252 ST, 2,
2,FRONTAGE ROAD, 5,
2,Horatio St, 2,
2,W 8 ST, 32,
2,DUFFIELD ST, 18,
2,88 AVE, 2,
2,LEGENDARY CIR, 1,
2,45 AVE, 7,
2,ELGAR PL, 1,
2,CHRISTIE PL, 1,
2,CENTRE VIEW DR, 1,
2,W 72 St, 12,
2,Washington Blv., 1,
2,49 ST, 3,
2,JAMAICA AVE, 6,
2,GATEWAY DRIVE, 4,
2,BLACKHEATH RD, 3,
2,NORTHFIELD AVE, 4,
2,PARSONAGE ST, 1,
2,South Van Brunt St, 1,
2,153 ST, 1,
2,W 90 St, 2,
2,90 ST, 3,
2,PLAZA DR, 15,
2,COLLEGE POINT BLVD, 2,
2,FOSTER AVE, 1,
2,SEELY PL, 2,
2,FLATLANDS 9TH ST, 1,
2,W Midland Ave, 1,
2,BITTERSWEET LN, 2,
2,GREELEY AVE, 1,
2,WHITENACK RD, 2,
2,WOODMERE BLVD S, 1,
2,PARSONAGE RD, 1,
2,GIRALDA FARMS, 16,
2,TINTON AVE, 3,
2,MARTENSE ST, 2,
2,5TH ST, 9,
2,W 72 ST, 199,
2,MERRILL RD, 1,
2,BRAFMANS RD, 2,
2,Nelson Lane, 1,
2,37 St, 1,
2,VERNON AVE, 3,
2,UPPER MOUNTAIN AVE, 1,
2,LEVERETT AVE, 2,
2,PADDINGTON CIR, 1,
2,LONG HILL DR, 2,
2,PINTAIL RD, 1,
2,IRVING AVE, 3,
2,PRENTICE PL, 1,
2,Bedford Ave, 2,
2,BAY 10 ST, 1,
2,SUNNYSIDE BLVD, 1,
2,BOGARDUS PL, 1,
2,THE PROMENADE, 3,
2,VICTORY BLVD, 1,
2,Arlington Ave, 1,
2,ORCHARD HILL RD, 1,
2,PINEWOOD RD, 1,
2,OLD SLIP, 10,
2,BEECH ST, 9,
2,37 ST, 8,
2,212 PL, 2,
2,W 60 St, 7,
2,WHITNEY AVE, 1,
2,HANOVER SQ, 42,
2,WEDGEWOOD DR, 1,
2,ERLAND RD, 1,
2,FURMAN ST, 4,
2,CORTELYOU RD, 4,
2,SUMMIT LAKE DR, 5,
2,PALMERS HILL RD, 1,
2,FILLMORE ST, 1,
2,Greene street, 1,
2,MILLSTONE RIVER RD, 1,
2,INDIA ST, 1,
2,NARWOOD CT, 1,
2,MEEKER AVE, 3,
2,RT 106, 1,
2,BELLEFAIR RD, 1,
2,37 RD, 1,
2,RICHFIELD CT, 1,
2,W 59 ST, 71,
2,TAMMIE HILL RD, 1,
2,LINKS DR S, 4,
2,Grand St, 4,
2,RENI RD, 1,
2,RT 100, 1,
2,Crest Dr, 1,
2,GREENWICH OFFICE PAR, 1,
2,ROSEMARY PL, 1,
2,greenwich office par, 1,
2,DREISER LOOP, 1,
2,W 60 ST, 185,
2,CORNELIA ST, 9,
2,HORSESHOE LN, 3,
2,BETHUNE ST, 23,
2,BRAISTED AVE, 1,
2,PEACOCK DR, 1,
2,GATES CT, 2,
2,KARIN LN, 5,
2,COLUMBUS AVE, 139,
2,BRONX BLVD, 1,
2,RT 46 W, 1,
2,W 59 St, 5,
2,ORLANDO DR, 1,
2,W BEECH ST, 1,
2,Marden Ave, 1,
2,AT&T Way, 1,
2,RT 46 E, 2,
2,West Clinton Ave, 1,
2,W 158 ST, 5,
2,WHITEHALL ST, 5,
2,PARKSIDE DR N, 1,
2,GRACIE SQ, 19,
2,POXABOGUE LANE, 1,
2,RIDGEWAY, 1,
2,US Highway 1 and S, 1,
2,141 ST, 2,
2,INDEPENDENCE AVE, 3,
2,HILLSPOINT RD, 1,
2,PAGE PL, 2,
2,ALBERTSON PKWY, 1,
2,COMMONS PARK S, 4,
2,ROCKWOOD RD, 2,
2,212 ST, 2,
2,Greene St, 3,
2,SOUTH MAIN STREET, 1,
2,13 ST, 1,
2,Whippany Rd., 2,
2,BRAMS HILL DR, 1,
2,ROMAINE AVE, 3,
2,GREYROCK PL, 1,
2,HIGHLAWN AVE, 1,
2,Morris Avenue, 1,
2,INTERPACE PKWY, 3,
2,biscayne court, 1,
2,W 47 ST, 160,
2,W 239 ST, 1,
2,E 88 St, 6,
2,VAN VORST ST, 2,
2,SEELEY ST, 1,
2,ESTELLE CT, 1,
2,E 1ST ST, 3,
2,Peter Cooper Rd, 2,
2,CHELTENHAM ST, 1,
2,MAPLE RUN CT, 2,
2,SAINT PAULS PL, 4,
2,GEORGE ST, 2,
2,E 3 ST, 41,
2,MIDWOOD AVE, 1,
2,18 AVE, 3,
2,13 St, 1,
2,25 RD, 1,
2,Bedford Road, 2,
2,W 146 ST, 4,
2,SUNNYRIDGE RD, 1,
2,RAYMOND ST, 2,
2,W 47 St, 4,
2,KING ST, 14,
2,OLD NORTHERN BLVD, 6,
2,SOMERS AVE, 1,
2,FEDERAL CIRCLE, 25,
2,BELL CIR, 5,
2,ROSEHILL AVE, 1,
2,E 30 St, 4,
2,RENSSELAER RD, 1,
2,EAGLE CHASE, 2,
2,CLARKSON AVE, 3,
2,UNDERHILL AVE, 2,
2,IU WILLETS RD, 1,
2,N HENRY ST, 2,
2,Marcus Ave, 2,
2,Dosoris Lane, 1,
2,ROSLYN CT, 1,
2,OLD QUARRY RD, 1,
2,156 ST, 1,
2,BARTLETT ST, 1,
2,Park Lane South, 1,
2,N MOORE ST, 70,
2,OXFORD LN, 2,
2,ABRAHAMS PATH, 1,
2,Coventry Ct, 3,
2,MINETTA LA, 2,
2,Roselle Ave, 1,
2,HARBORSIDE PL, 12,
2,ST MARKS PL, 41,
2,224 ST, 2,
2,Philipse Pl, 1,
2,Charles A. Lindbergh, 1,
2,WINDSOR LN, 1,
2,JEREMY CT, 1,
2,ROSLYN DR, 1,
2,STAMFORD PL, 1,
2,BARROW PL, 1,
2,HIGH POINT CIR, 1,
2,CENTRAL PKWY, 1,
2,MIDWAY, 1,
2,TOWN SQUARE PL, 14,
2,E 42 ST, 310,
2,Gleenwood Ave, 1,
2,TRINITY AVE, 1,
2,CANNONADE CT, 1,
2,ELLSWORTH TER, 1,
2,BERKELEY PL, 4,
2,EBBTIDE LN, 1,
2,BEACON LN, 2,
2,WASHINGTON SQ N, 13,
2,WOODVALE LOOP, 1,
2,REED ST, 1,
2,SAYRE DR, 1,
2,DONLAVAGE WAY, 1,
2,E 54 ST, 153,
2,WASHINGTON SQ E, 2,
2,BANTAM PL, 1,
2,FARLEY RD, 1,
2,Avon Place, 1,
2,HARRIET LN, 1,
2,BARTLETT RD, 3,
2,7 AVE, 965,
2,GATEWAY CTR, 2,
2,E 42 St, 10,
2,E 17 St, 3,
2,Kimogener Point Road, 5,
2,STANTON ST, 15,
2,MAJORS PATH, 1,
2,CLAY AVE, 2,
2,EILEEN AVE, 1,
2,FOCH BLVD, 1,
2,RIVER TERRACE, 65,
2,JUDSON LN, 1,
2,NESTLEWOOD WAY, 1,
2,CARLLS STRAIGHT PATH, 1,
2,168 ST, 1,
2,Gillens Road, 1,
2,Fleet St, 1,
2,BERKELY SQ, 8,
2,CHESTNUT ST, 9,
2,MORRIS LN S, 1,
2,SAYRE CT, 1,
2,Fred Street, 1,
2,MURCHISON PL, 1,
2,BLISS PL, 1,
2,N MIDLAND AVE, 1,
2,NEPONSIT AVE, 1,
2,BEAUMONT AVE, 2,
2,Freeman Street, 1,
2,JACKSON ST, 1,
2,Walnut Ave, 1,
2,KESSEL ST, 2,
2,E 17 ST, 69,
2,PARK ROW, 22,
2,Stone Ridge Lane, 1,
2,WASHINGTON SQ S, 11,
2,WASHINGTON SQ W, 34,
2,eerie street, 1,
2,WALNUT ST, 7,
2,8TH AVE, 1,
2,York Street, 1,
2,YORKSHIRE DR, 1,
2,Canal St, 1,
2,Adams Street, 1,
2,JANET DR, 1,
2,DUTCH ST, 1,
2,261 ST, 2,
2,India St, 1,
2,POLLITT DR, 2,
2,NESBITT ST, 1,
2,BAY BLVD, 10,
2,WEST HICKORY GROVE D, 1,
2,Horton RD, 1,
2,EDGE COURT, 1,
2,FULTON ST, 44,
2,HESTER LN, 1,
2,E broadway, 1,
2,HARTSDALE AVE, 1,
2,Tudor City Pl, 2,
2,DITMAS AVE, 1,
2,RIDGEWOOD PL, 1,
2,ROSEWOOD TER, 1,
2,Haring St, 1,
2,E 29 ST, 118,
2,E ROCKAWAY RD, 1,
2,Schenectady Ave, 1,
2,248 ST, 2,
2,ENDO BLVD, 3,
2,ELTON CT E, 1,
2,first Stamford place, 1,
2,MIDFARM RD, 1,
2,EMERSON RD, 2,
2,DELAFIELD AVE, 1,
2,KIMBALL ST, 1,
2,SUFFOLK CT, 1,
2,NEW ORCHARD RD, 3,
2,PARK LANE SOUTH, 1,
2,OLDWOOD RD, 1,
2,DRAKE LN, 1,
2,WASHINGTON MEWS, 4,
2,PALMER AVE, 2,
2,Wilson Ave, 1,
2,144 RD, 1,
2,Westminster Drive, 1,
2,STONE ST, 34,
2,E 29 St, 7,
2,Henry, 1,
2,OXFORD DR, 2,
2,CASEMENT ST, 1,
2,55 ST, 4,
2,Davidson Ave, 1,
2,67 RD, 6,
2,E 30 ST, 99,
2,STORY AVE, 1,
2,SOUTH END AVE, 114,
2,REPUBLIC AIRPORT, 1,
2,MILES AVE, 1,
2,HILLCREST RD, 3,
2,MULINER AVE, 1,
2,MCGRAW AVE, 2,
2,RONNI DRIVE, 1,
2,OLD FULTON ST, 1,
2,HARMON PLAZA, 1,
2,48 AVE, 14,
2,ELLWOOD ST, 3,
2,HARRISON ST, 16,
2,71 AVE, 1,
2,W MOSHOLU PKWY SOUTH, 1,
2,WYCKOFF ST, 2,
2,RIVERSIDE DR, 369,
2,W 84 ST, 65,
2,HAMILTON AVE, 6,
2,SANDY HILL RD, 1,
2,153 AVE, 1,
2,RT 17 N, 1,
2,ROCKLEDGE AVE, 3,
2,153 CT, 1,
2,GATES PL, 3,
2,S 3RD AVE, 1,
2,Watchung Ave, 1,
2,W ERIE ST, 1,
2,PENNYFIELD AVE, 5,
2,SAW MILL RD, 1,
2,MARION DR, 1,
2,HIGHLAND BLVD, 2,
2,POST KENNEL RD, 1,
2,BURNETT AVE, 1,
2,BRETON CT, 2,
2,Old Nassau Rd, 1,
2,HALYARD DR, 1,
2,W 84 St, 4,
2,FAIRWAY CT, 1,
2,HIGH AVE, 1,
2,Park Street, 1,
2,NARRAGANSETT AVE, 1,
2,TRESCOTT PATH, 1,
2,W 143 ST, 3,
2,HAZEL RD, 1,
2,SADDLE LN, 1,
2,Maxwell Lane, 2,
2,LYNN DR, 1,
2,South service Road, 1,
2,W 96 ST, 59,
2,N RAILROAD, 1,
2,SHIFT PL, 1,
2,CRESCENT PL, 2,
2,RUGBY RD, 2,
2,woodfield rd, 1,
2,LANDER ST, 1,
2,SEACLIFF LN, 1,
2,RIVER DR, 1,
2,JACOB ST, 1,
2,CONOVER ST, 2,
2,HOOVER ST, 1,
2,N HOWELLS POINT RD, 2,
2,FAIRWAY DR, 5,
2,CHESHIRE RD, 1,
2,W 77 St, 2,
2,MULBERRY AVE, 1,
2,Childs Lane, 4,
2,ave at port imperial, 1,
2,SKILLMAN AVE, 8,
2,HUGUENOT ST, 2,
2,ESSEX ST, 13,
2,OXFORD RD, 2,
2,TORY HOLE RD, 1,
2,SAGE AVE, 1,
2,OAKVIEW AVE, 1,
2,HUCKLEBERRY LN E, 1,
2,APRIL LN, 1,
2,Jones St, 3,
2,WRIGHT WAY, 2,
2,FLAMINGO RD N, 1,
2,MULBERRY CT, 1,
2,2051, 1,
2,W 96 St, 1,
2,193 ST, 6,
2,ALBANY BLVD, 1,
2,AVE X, 1,
2,FROEHLICH FARM BLVD, 1,
2,AVE Y, 1,
2,43 ST, 4,
2,AVE Z, 1,
2,AVE T, 1,
2,AVE U, 1,
2,COURTLAND AVE, 2,
2,WEST AVE, 2,
2,E 101 ST, 1,
2,AVE P, 2,
2,RIVER CT, 7,
2,67 DR, 7,
2,Hale Avenue, 2,
2,AVE L, 1,
2,W 77 ST, 77,
2,AVE M, 1,
2,AVE N, 1,
2,VAN BRUNT ST, 3,
2,KENRIDGE RD, 2,
2,AVE I, 2,
2,METROPOLITAN OVAL, 1,
2,AVE J, 2,
2,GORDON AVE, 1,
2,WALNUT PL, 1,
2,AVE D, 2,
2,MINETTA ST, 4,
2,W 131 ST, 3,
2,AVE C, 1,
2,PENN BLVD, 1,
2,BRIXTON RD, 3,
2,STEVENS WAY, 1,
2,FARMINGTON AVE, 1,
2,HAZEL PL, 1,
2,DEEPDALE PKWY, 1,
2,67 Dr, 1,
2,COURT SQ, 15,
2,64TH ST, 1,
2,MELROSE AVE, 4,
2,31 ST, 5,
2,COURT ST, 8,
2,HESTER ST, 10,
2,ALBANY CR, 1,
2,PARK AVE, 1307,
2,N 7 ST, 1,
2,WILLIAM ST, 69,
2,STONY HOLLOW RD, 1,
2,Mountain lane, 1,
2,WALL ST W, 1,
2,ALBANY CT, 1,
2,ALTER AVE, 2,
2,Plum Street, 1,
2,NORWALK AVE, 1,
2,MOORE ST, 1,
2,CRESCENT ST, 20,
2,WELLINGTON RD, 4,
2,W 106 St, 1,
2,HILLCREST LN, 1,
2,80 DR, 1,
2,W 233 ST, 1,
2,SHEFFIELD CT, 1,
2,DRAKE RD, 2,
2,HENRY ST, 22,
2,BOVENSIEPEN CT, 1,
2,SKYTOP GDNS, 1,
2,COLONA ST, 1,
2,OLD FARM LN, 3,
2,FARMINGDALE RD, 1,
2,PLAZA THREE, 1,
2,BOOTH AVE, 1,
2,CLINTONVILLE ST, 1,
2,W 65 ST, 18,
2,W JEFRYN BLVD, 1,
2,PIERREPONT ST, 4,
2,W 106 ST, 36,
2,VAN BUREN ST, 1,
2,RYAN PL, 1,
2,W 53 ST, 82,
2,DIXON DR, 1,
2,BEMENT AVE, 1,
2,CAUSEWAY, 2,
2,RIDGEWOOD TER, 2,
2,North End Ave, 6,
2,HUNTER AVE, 5,
2,STEVENSON LN, 1,
2,63 AVE, 1,
2,RESERVOIR AVE, 1,
2,WYCHWOOD RD, 1,
2,West Red Oak Lane, 1,
2,LUTEN AVE, 1,
2,W 53 St, 2,
2,SCHOLES ST, 3,
2,BEDFORD CT, 1,
2,W 118 ST, 9,
2,Bank St, 1,
2,ST FELIX AVE, 2,
2,ALTA AVE, 1,
2,MURRAY HILL RD, 2,
2,Vreeland Rd, 1,
2,CRESCENT RD, 1,
2,COMMERCE BLVD, 2,
2,GLENMORE AVE, 1,
2,E 94 St, 2,
2,HALL AVE, 1,
2,35 AVE, 7,
2,IRVING ST, 1,
2,W SADDLE RIVER RD, 1,
2,BERGEN BLVD, 2,
2,MAYFIELD RD, 1,
2,E BROADWAY, 24,
2,BARLOW AVE, 1,
2,W 192 ST, 1,
2,E 116 ST, 6,
2,MCCLELLAN ST, 1,
2,WOODS RD, 2,
2,MILL SPRING RD, 1,
2,E 94 ST, 82,
2,E OLD COUNTRY RD, 1,
2,AMBOY ST, 3,
2,CONVENT ROAD, 1,
2,LIVINGSTON AVE, 7,
2,STURGES HWY, 1,
2,BOWEN PL, 1,
2,HUNTING RIDGE RD, 1,
2,W 41 ST, 23,
2,Industrial Ave, 1,
2,STATE ROUTE 10, 2,
2,HEADQUARTERS PLZ, 1,
2,PILGRIM AVE, 1,
2,GREAT JONES ST, 19,
2,E 82 St, 3,
2,ARGYLE DR, 1,
2,E 6 ST, 75,
2,W 28 St, 6,
2,PUTNAM GRN, 1,
2,Parkside Ave, 1,
2,COLLISTER ST, 1,
2,TIBER RD, 1,
2,ORCHARD ST, 28,
2,71 RD, 5,
2,JONES ST, 27,
2,JERSEY AVE, 3,
2,Sylvan Ave, 3,
2,4 Ave, 6,
2,TOWER CENTER BLVD, 3,
2,BUHRE AVE, 3,
2,ADAMS COURT, 1,
2,fairway dr, 1,
2,CHESTNUT DR, 1,
2,208 PL, 1,
2,Carteret Road, 1,
2,STATE ROUTE 27, 1,
2,LINDA DR, 1,
2,Varick Street, 2,
2,CAMPDEN RD, 1,
2,STEVENSON RD, 1,
2,MATTHEWS AVE, 2,
2,OLD MILL LN, 1,
2,E 6 St, 5,
2,N668TW, 1,
2,46 Rd, 1,
2,BRIXTON RD S, 1,
2,34 St, 1,
2,67TH ST, 1,
2,E BAY CT, 1,
2,LAUREL HOLLOW RD, 4,
2,46 ST, 2,
2,E 70 St, 5,
2,TRENTON HARBOURTON R, 1,
2,Carlton Ave., 1,
2,OAKLAND LN, 1,
2,ST THERESA AVE, 1,
2,NESCONSET HIGHWAY, 1,
2,CENTRE MARKET PL, 1,
2,RAYMOND BLVD, 11,
2,MARJORIE DR, 1,
2,S PARK ST, 1,
2,COMMERCE ST, 10,
2,DALE DR, 2,
2,HIGH RIDGE RD, 3,
2,AIR TRAIN STATION #3, 26,
2,IRVING PL, 65,
2,AIR TRAIN STATION #2, 7,
2,LEGENDS CIR, 1,
2,HICKS ST, 9,
2,SEALY DR, 1,
2,CEDAR CT, 1,
2,THATFORD AVE, 1,
2,WATERS EDGE DR, 1,
2,DINGLETOWN RD, 1,
2,46 RD, 1,
2,W 192 St, 1,
2,34 ST, 7,
2,83 PL, 3,
2,COUNTY RD, 2,
2,E 104 ST, 3,
2,DONELLAN RD, 2,
2,WESTWAY, 1,
2,JEAN PL, 3,
2,SPRINGDALE AVE, 1,
2,E 82 ST, 174,
2,WINTER ST, 2,
2,Old Westbury Rd, 1,
2,SHERBROOKE RD, 1,
2,WASHINGTON AVE S, 6,
2,CONNECTICUT AVE, 1,
2,GALE PL, 1,
2,HARDWICK PL, 1,
2,hazel Court, 1,
2,Getty Ave, 1,
2,JEWEL AVE, 2,
2,E 141 ST, 1,
2,HUGHES ST, 2,
2,E 57 St, 10,
2,FRANCIS TER, 1,
2,83 ST, 5,
2,BERWYN PL, 1,
2,GREENMANVILLE AVE, 1,
2,26 AVE, 1,
2,HICKS LN, 3,
2,50 AVE, 19,
2,BRAGG ST, 1,
2,Varick St, 3,
2,ELY AVE, 1,
2,POST RD E, 2,
2,KILBURN RD S, 1,
2,SUMNER PL, 1,
2,MABRO DR, 1,
2,22 ST, 2,
2,W 16 ST, 193,
2,208 ST, 1,
2,KIMBALL DR, 4,
2,GRAND ST, 108,
2,MONTAMMY DR, 1,
2,BEAR ST, 3,
2,POLICE PLAZA, 1,
2,S BROAD ST, 1,
2,BILTMORE AVE, 4,
2,WALTON AVE, 1,
2,MACOPIN RD, 1,
2,JOSEPH ST, 1,
2,PETTIT LN, 1,
2,OMAR AVE, 1,
2,E 57 ST, 331,
2,E 70 ST, 204,
2,MEYERSVILLE RD, 1,
2,Old Chester Rd, 1,
2,FREEMAN ST, 3,
2,Middlesex Essex Turn, 1,
2,91ST STREET, 1,
2,WERNER PL, 1,
2,palisade ave, 1,
2,184 ST, 2,
2,FIELDCREST AVE, 1,
2,W 28 ST, 113,
2,First Stamford Place, 1,
2,RAYNOR AVE, 1,
2,14TH ST, 7,
2,W 143 St, 1,
2,W PUTNAM AVE, 1,
2,WENDY RD, 1,
2,W 12TH ST, 1,
2,10 ST, 8,
2,SWINNERTON ST, 1,
2,Delancey St, 1,
2,JUNE RD, 1,
2,BARCLAY AVE, 1,
2,STATE ROUTE 36, 1,
2,221 ST, 1,
2,STATE ROUTE 34, 1,
2,AUDREY ZAPP DR, 2,
2,AMBOY RD, 3,
2,LYNN LN, 1,
2,SUMNER RD, 2,
2,SPRINGHOUSE LN, 2,
2,95 ST, 2,
2,TWO MILE HOLLOW RD, 1,
2,E 69 St, 7,
2,BOWEN RD, 1,
2,ASHLAND PL, 2,
2,US HIGHWAY 1 & 9, 2,
2,GARDEN CT, 2,
2,CHABLIS DR, 1,
2,HENDERSON DR, 2,
2,DELPHINE TER, 1,
2,BEECH AVE, 2,
2,10 St, 2,
2,GERHARD RD, 2,
2,11 AVE, 173,
2,97 AVE, 2,
2,W 16 St, 5,
2,WHITFORD AVE, 3,
2,PERRY ST, 67,
2,REINER PL, 2,
2,SUFFOLK ST, 9,
2,PARIS AVE, 1,
2,E 69 ST, 147,
2,HARWAY AVE, 1,
2,W BROADWAY, 89,
2,New Jersey Route 17, 1,
2,LATTINGTOWN RIDGE CT, 1,
2,HOOVER DR, 4,
2,E 33 ST, 109,
2,CRESTVIEW DR, 1,
2,WINDING HOLLOW DR, 3,
2,PHELPS AVE, 1,
2,CASTLETON AVE, 1,
2,PETTIT RD, 2,
2,SEIGEL ST, 1,
2,KING AVE, 1,
2,Ligthouse Terrace, 1,
2,ISLE OF WIGHT RD, 2,
2,NORTHERN BLVD, 41,
2,MOUNTAIN AVE, 5,
2,crest, 1,
2,Hudson Avenue, 2,
2,CLAUDE AVE, 1,
2,Wessex place, 1,
2,East Rd, 1,
2,E 33 St, 10,
2,245 ST, 1,
2,AUSTIN PL, 1,
2,LONGVIEW RD, 1,
2,SHEPHERD LN, 1,
2,RYERSON RD, 2,
2,HAMILTON ST, 3,
2,N SUMMIT AVE, 1,
2,WATER GRANT ST, 1,
2,ESSEX DR, 1,
2,CARDINAL DR, 1,
2,WAKEMAN PL, 1,
2,Crag Lane, 1,
2,Partridge Run, 1,
2,East Hartsdale Ave, 1,
2,FLYING POINT RD, 1,
2,PETERSVILLE RD, 1,
2,FRONT ST, 11,
2,OLD MILL RD, 2,
2,Windsor Pl, 1,
2,Eliot Ave, 1,
2,HANS VOJI DR, 1,
2,port terminal blvd, 1,
2,8 ST, 2,
2,W 103 ST, 8,
2,Siwanoy Place, 1,
2,BARKLEY AVE, 1,
2,UNION SQ E, 10,
2,Fargo Lane, 1,
2,64 CIR, 1,
2,E 45 ST, 98,
2,MULBERRY ST, 53,
2,GREAT HILL ROAD, 1,
2,Willoughby Ave, 1,
2,MACDOUGAL ALLEY, 1,
2,OLD WILLETS PATH, 1,
2,HIGH POINT LN, 5,
2,UNION SQ W, 12,
2,York Ave, 8,
2,OAKLAND ST, 1,
